,0,1
1769,4233,4402
1770,2642,4363
1771,202,1947
1772,4197,4328
1773,4402,4459
1774,3526,4197
1775,2642,4098
1776,4284,4400
1777,2642,3981
1778,2642,3719
1779,202,4478
1780,3598,4402
1781,1886,4197
1782,4400,4483
1783,1018,3229
1784,3744,4402
1785,4402,4485
1786,4402,4485
1787,4402,4434
1788,2306,2642
1789,4197,4487
1790,1018,4488
1791,4400,4489
1792,545,2187
1793,4402,4493
1794,4402,4494
1795,4402,4497
1796,4402,4487
1797,2067,3642
1798,4402,4502
1799,1629,4197
1800,4197,4449
1801,3696,4197
1802,546,4197
1803,3242,4197
1804,1018,3926
1805,2642,4172
1806,2647,4514
1807,1403,2642
1808,2464,2642
1809,4400,4520
1810,3452,3820
1811,3719,4400
1812,2067,2125
1813,4197,4531
1814,1018,4532
1815,4197,4533
1816,3642,4197
1817,363,4197
1818,2647,2767
1819,3452,4535
1820,2801,3452
1821,2647,3018
1822,2028,2067
1823,1018,3531
1824,3820,4400
1825,4197,4543
1826,2642,4434
1827,4400,4552
1828,2642,3688
1829,4400,4543
1830,2642,4084
1831,4197,4563
1832,3268,4197
1833,1018,4209
1834,2642,4518
1835,2642,4217
1836,57,3837
1837,3578,4400
1838,1018,4198
1839,4197,4233
1840,1352,2040
1841,4400,4554
1842,2325,4197
1843,2642,4576
1844,1412,4197
1845,57,2028
1846,57,1363
1847,4197,4571
1848,4400,4424
1849,4402,4589
1850,4402,4592
1851,4084,4402
1852,4402,4594
1853,4402,4596
1854,4402,4584
1855,2642,4599
1856,2942,4402
1857,4197,4587
1858,4197,4462
1859,4197,4603
1860,4402,4566
1861,905,4402
1862,4197,4439
1863,2642,3903
1864,4402,4605
1865,1018,4613
1866,1018,1899
1867,4402,4617
1868,4402,4599
1869,4197,4614
1870,4197,4558
1871,4295,4400
1872,2942,4515
1873,3828,4515
1874,3897,4400
1875,4400,4621
1876,3621,4402
1877,4402,4588
1878,4402,4622
1879,4402,4595
1880,4402,4624
1881,4189,4402
1882,4402,4553
1883,1018,1911
1884,4197,4629
1885,4400,4630
1886,905,4400
1887,3916,4635
1888,13,4515
1889,1689,4402
1890,4209,4515
1891,4197,4605
1892,4402,4643
1893,4515,4642
1894,2067,4203
1895,1352,4211
1896,1352,4235
1897,1018,4416
1898,4197,4647
1899,2538,4515
1900,4515,4638
1901,4515,4638
1902,4604,4635
1903,1018,4609
1904,1018,4638
1905,3897,4515
1906,2067,4638
1907,2067,4638
1908,2067,4515
1909,2067,3649
1910,2067,4515
1911,2067,3465
1912,4515,4605
1913,4515,4527
1914,4400,4638
1915,4400,4638
1916,4635,4654
1917,4515,4654
1918,4402,4554
1919,4400,4657
1920,4038,4400
1921,4400,4659
1922,4254,4402
1923,4461,4635
1924,4635,4661
1925,4424,4635
1926,4635,4665
1927,4635,4670
1928,1018,2538
1929,2552,4635
1930,4635,4687
1931,4555,4635
1932,4635,4699
1933,4360,4635
1934,4279,4402
1935,2642,3642
1936,4635,4645
1937,3621,4197
1938,2496,4635
1939,2642,3897
1940,4400,4402
1941,4400,4402
1942,3682,4197
1943,4515,4645
1944,4197,4370
1945,2067,4732
1946,4402,4649
1947,2880,4197
1948,1832,2067
1949,4209,4635
1950,1352,4768
1951,3321,4635
1952,4635,4762
1953,4400,4499
1954,2067,2194
1955,4337,4635
1956,664,4635
1957,4635,4755
1958,4353,4635
1959,4291,4635
1960,2012,4197
1961,2063,4635
1962,4635,4776
1963,1334,4635
1964,1948,3750
1965,4281,4635
1966,2044,4197
1967,4197,4796
1968,4197,4797
1969,57,4611
1970,2642,4801
1971,4197,4635
1972,4197,4635
1973,3610,4197
1974,4635,4803
1975,4197,4804
1976,4320,4635
1977,4197,4805
1978,3487,4197
1979,4635,4698
1980,4197,4813
1981,4553,4635
1982,4361,4635
1983,4172,4400
1984,2642,4554
1985,3649,4197
1986,3750,4197
1987,4197,4703
1988,4365,4515
1989,545,1948
1990,2642,4524
1991,4499,4635
1992,41,4635
1993,4635,4761
1994,2496,4197
1995,4197,4515
1996,2647,4779
1997,1018,4745
1998,41,4197
1999,4197,4850
2000,3452,4538
2001,1018,3837
2002,1018,4857
2003,57,2404
2004,4189,4197
2005,1018,1819
2006,1018,1829
2007,57,3278
2008,57,2942
2009,3452,4870
2010,4197,4320
2011,3452,4874
2012,3538,4197
2013,4197,4281
2014,1018,4610
2015,4197,4883
2016,2337,4197
2017,2647,3903
2018,4197,4708
2019,1018,4365
2020,4197,4886
2021,4197,4886
2022,2647,4172
2023,2322,4197
2024,1018,4248
2025,4197,4875
2026,3897,4197
2027,2647,4906
2028,4197,4890
2029,1018,4918
2030,2378,2647
2031,2067,4107
2032,202,4921
2033,4197,4569
2034,1018,2252
2035,1018,4049
2036,1731,4197
2037,1018,1731
2038,2312,4197
2039,3837,4197
2040,710,4197
2041,7,4946
2042,1018,2110
2043,4004,4197
2044,3875,4197
2045,4197,4961
2046,3000,4197
2047,4197,4969
2048,3828,4197
2049,2110,4635
2050,1018,4197
2051,1018,4960
2052,1018,4197
2053,1018,3161
2054,2642,4867
2055,2067,4172
2056,2642,4608
2057,3020,4197
2058,900,4635
2059,4172,4515
2060,2642,3389
2061,4088,4635
2062,135,2067
2063,2642,4709
2064,3063,4197
2065,1018,4253
2066,2647,5011
2067,2642,5014
2068,2642,4983
2069,2642,3630
2070,35,5013
2071,4983,5013
2072,4611,5013
2073,4867,5013
2074,905,4197
2075,3429,4197
2076,2642,3452
2077,547,882
2078,882,4365
2079,4635,5034
2080,1394,4635
2081,1919,3452
2082,905,3452
2083,57,2165
2084,3452,5028
2085,3452,3719
2086,2642,5047
2087,2642,4365
2088,3452,4291
2089,353,3452
2090,4365,4635
2091,3452,4937
2092,4197,5052
2093,4197,4273
2094,4197,5013
2095,4197,5013
2096,644,2642
2097,5013,5056
2098,4788,5013
2099,3452,5051
2100,3452,4886
2101,3452,4886
2102,4635,4886
2103,4635,4886
2104,4635,5059
2105,3611,4635
2106,2110,5013
2107,4592,4635
2108,2642,4499
2109,2642,5061
2110,3725,4635
2111,1018,4534
2112,3746,4635
2113,4635,4884
2114,57,4291
2115,202,4136
2116,1352,4969
2117,2642,5046
2118,361,2642
2119,4114,4197
2120,4197,4649
2121,929,4635
2122,270,1018
2123,3719,4197
2124,2642,2688
2125,2642,3427
2126,4886,5013
2127,4886,5013
2128,4004,4635
2129,3824,4635
2130,5013,5089
2131,4004,5013
2132,5013,5025
2133,546,5013
2134,3451,5013
2135,3820,4635
2136,905,4635
2137,3820,4197
2138,2642,5025
2139,5013,5088
2140,4515,5013
2141,4515,5013
2142,5013,5064
2143,184,4635
2144,5013,5036
2145,4635,5046
2146,2642,3824
2147,1352,2661
2148,1154,1352
2149,1352,4860
2150,1352,5100
2151,5013,5073
2152,2472,5013
2153,57,4197
2154,57,4197
2155,5013,5119
2156,4635,5119
2157,25,3452
2158,4136,4197
2159,304,4197
2160,4197,4937
2161,4197,5115
2162,4389,5013
2163,1548,4197
2164,1018,3713
2165,4833,5013
2166,4635,5101
2167,3452,4515
2168,3897,5013
2169,25,5013
2170,4114,4635
2171,4515,5138
2172,57,4833
2173,3452,5149
2174,57,3598
2175,1832,3452
2176,202,1948
2177,4197,5156
2178,1018,3406
2179,4515,4592
2180,3904,4197
2181,4515,4694
2182,1001,1352
2183,1352,4921
2184,4172,4197
2185,2942,4197
2186,2647,5214
2187,3452,5234
2188,4197,5231
2189,3630,4197
2190,2642,3831
2191,3545,4197
2192,4197,4925
2193,4197,4833
2194,3194,4197
2195,2901,4197
2196,2233,4197
2197,446,4197
2198,4197,5228
2199,1018,4850
2200,4197,4291
2201,2642,4833
2202,4635,5280
2203,1585,3452
2204,3317,4197
2205,1850,3452
2206,280,2642
2207,3897,4635
2208,3452,5305
2209,4197,4840
2210,1656,1719
2211,1352,5317
2212,1352,5318
2213,4515,4833
2214,3452,4833
2215,2498,3452
2216,3452,3804
2217,1352,2822
2218,1352,2127
2219,1565,3452
2220,1731,3452
2221,3,3452
2222,2642,4559
2223,2642,3714
2224,2642,4320
2225,2642,5397
2226,2642,5398
2227,3452,5396
2228,2642,4611
2229,2642,3429
2230,4635,4867
2231,1018,5408
2232,7,5432
2233,7,5429
2234,7,5428
2235,4515,4649
2236,3,1018
2237,62,1018
2238,361,3452
2239,4125,4197
2240,280,4515
2241,3452,5403
2242,6,2067
2243,3699,4197
2244,1018,2028
2245,3452,3714
2246,1018,2486
2247,2262,2642
2248,3452,5466
2249,2642,5472
2250,1352,2233
2251,4515,5403
2252,2642,4291
2253,545,3707
2254,545,5482
2255,545,3640
2256,1352,5485
2257,1352,5157
2258,1352,5487
2259,1352,1726
2260,3988,4515
2261,4197,5494
2262,550,2067
2263,4197,5316
2264,2067,4439
2265,2642,2943
2266,4197,5497
2267,4197,4762
2268,3452,4851
2269,3452,4925
2270,1018,5500
2271,3452,5501
2272,3451,3452
2273,3451,4197
2274,545,5506
2275,2067,5466
2276,1352,5511
2277,1352,5506
2278,2067,5512
2279,1352,5513
2280,4499,4515
2281,1352,3470
2282,2067,3828
2283,2067,3897
2284,1352,5526
2285,2067,2188
2286,4515,4553
2287,4515,4611
2288,1,2067
2289,1018,4570
2290,550,4197
2291,1352,1735
2292,1352,5005
2293,1352,3572
2294,2063,4515
2295,62,1352
2296,2642,3744
2297,115,545
2298,545,1735
2299,545,4860
2300,545,5157
2301,545,5065
2302,3452,5200
2303,3452,5197
2304,3452,5193
2305,1810,3452
2306,3452,4899
2307,1,3452
2308,3452,4611
2309,2647,3901
2310,4515,5543
2311,1352,5450
2312,25,1352
2313,3452,5576
2314,3013,4197
2315,1018,5576
2316,1352,5521
2317,1334,3452
2318,2296,3452
2319,3452,4828
2320,3452,5590
2321,2767,4197
2322,57,1018
2323,57,1018
2324,4515,5353
2325,3040,4515
2326,4197,4867
2327,3452,3909
2328,4197,5472
2329,1352,5539
2330,1670,4197
2331,216,4197
2332,4118,4197
2333,3707,4197
2334,3452,4304
2335,3916,4515
2336,57,3878
2337,1352,1948
2338,3581,4197
2339,1018,3746
2340,4197,4611
2341,2110,4197
2342,2067,3452
2343,3452,5472
2344,4197,5610
2345,1352,5617
2346,2045,4515
2347,4197,5614
2348,3040,3452
2349,4515,5622
2350,304,3452
2351,3452,5608
2352,2835,4197
2353,3804,4197
2354,1018,1316
2355,1352,5624
2356,1352,2524
2357,3452,5612
2358,2625,4515
2359,4197,4365
2360,3598,4197
2361,3810,4197
2362,1352,5623
2363,4197,4515
2364,1352,3878
2365,545,5508
2366,1352,5613
2367,4197,5478
2368,1352,5065
2369,545,5613
2370,4197,5655
2371,4197,5596
2372,32,4197
2373,540,4197
2374,4197,5296
2375,3345,4197
2376,4197,5259
2377,1352,5676
2378,4197,4518
2379,2336,4197
2380,1352,5482
2381,4197,5689
2382,856,1352
2383,1352,5698
2384,135,1352
2385,3630,4515
2386,2067,3452
2387,2067,5684
2388,1352,3722
2389,1352,1656
2390,4197,5541
2391,1352,4649
2392,57,4172
2393,57,1810
2394,57,905
2395,1185,1352
2396,545,1154
2397,3001,4197
2398,1018,4291
2399,104,4197
2400,3452,3988
2401,1352,4925
2402,1352,5655
2403,1018,5529
2404,4515,5529
2405,1352,3864
2406,51,4515
2407,4515,5591
2408,1018,5746
2409,1018,2942
2410,2067,5508
2411,4515,5508
2412,4635,4828
2413,4515,5612
2414,1352,5654
2415,4197,5508
2416,1018,3655
2417,1352,5784
2418,2067,2388
2419,3451,4515
2420,57,5227
2421,1018,1656
2422,4197,5481
2423,1810,2067
2424,1352,5799
2425,1018,2498
2426,4291,4515
2427,1352,5594
2428,1352,5528
2429,1352,2187
2430,1731,4515
2431,1352,5807
2432,1352,5769
2433,1352,3903
2434,1352,5819
2435,1352,5629
2436,2067,5227
2437,1352,4385
2438,2625,4197
2439,57,5712
2440,35,4515
2441,1352,5510
2442,1352,5828
2443,1352,4559
2444,1352,5606
2445,1639,4197
2446,3452,5227
2447,1018,4519
2448,4515,4532
2449,1352,5840
2450,6,1352
2451,4197,5827
2452,4197,4553
2453,1352,1512
2454,1352,3640
2455,1352,3707
2456,1352,5440
2457,1352,5508
2458,1352,5525
2459,1352,5551
2460,1352,5754
2461,1026,1352
2462,1352,3766
2463,1352,5520
2464,1352,2045
2465,1352,5811
2466,1352,5817
2467,1352,4719
2468,1947,2067
2469,1018,1352
2470,1352,5859
2471,3655,4197
2472,2045,3452
2473,545,2045
2474,1316,1352
2475,1018,2306
2476,1018,3649
2477,1018,5879
2478,1018,1810
2479,1018,3714
2480,1018,5895
2481,2063,4197
2482,4515,5902
2483,1352,1719
2484,4197,5443
2485,1018,3327
2486,4197,4570
2487,2067,5921
2488,2067,2252
2489,2067,4649
2490,1018,5882
2491,1018,2398
2492,2067,4291
2493,215,4197
2494,1316,4197
2495,2754,4197
2496,2067,5925
2497,2067,4205
2498,2067,4163
2499,1316,2067
2500,2067,5611
2501,2067,5449
2502,4197,4921
2503,4197,4499
2504,2067,3451
2505,1018,3828
2506,4197,4304
2507,2067,5969
2508,2073,5971
2509,1352,2073
2510,545,1693
2511,1810,4197
2512,2067,4197
2513,2067,4197
2514,1018,4172
2515,2067,4532
2516,2067,5956
2517,2067,3804
2518,2067,4304
2519,35,2067
2520,2067,3714
2521,215,1018
2522,245,1352
2523,1018,5569
2524,905,1018
2525,1639,2067
2526,2045,2067
2527,1018,2124
