article,best_topic,likelyhood,keywords
1374,9,0.25323232323232325,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1375,5,0.2999222999222999,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1376,8,0.17676767676767677,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1377,9,0.1317866161616162,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1378,8,0.17760942760942758,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1379,3,0.32862875328628754,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1380,3,0.3557193557193558,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1381,5,0.1212121212121212,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1382,3,0.2887445887445888,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1383,9,0.20186715641261094,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1384,3,0.12349914236706688,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1385,5,0.3035700516616547,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1386,10,0.14499837080482245,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
1387,9,0.24630924630924633,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1388,9,0.19276094276094274,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1389,3,0.20255183413078146,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1390,10,0.22824131728241318,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
1391,5,0.4126082251082251,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1392,5,0.15349574173103583,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1393,8,0.16565656565656567,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1394,0,0.27527448397013615,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1395,9,0.13584117032392892,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1396,9,0.2093795093795094,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1397,7,0.16589423648247176,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1398,3,0.10873440285204988,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1399,9,0.17091550424883759,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1400,8,0.3025658887727854,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1401,9,0.24646464646464644,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1402,9,0.1674641148325359,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1403,3,0.2734810794512287,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1404,9,0.27055834417797603,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1405,9,0.18316498316498317,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1406,8,0.13874034462269758,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1407,8,0.34829779274223727,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1408,0,0.2728484848484849,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1409,8,0.2538480038480039,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1410,8,0.16725698543880363,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1411,9,0.14664502164502163,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1412,2,0.13860408597250704,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1413,1,0.3042621335304262,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1414,8,0.2605062975433346,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1415,8,0.4053371553371554,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1416,7,0.15039281705948376,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1417,5,0.18505568505568512,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1418,8,0.41397212346933016,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1419,1,0.3639349156590536,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1420,5,0.3458637002940801,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1421,5,0.164576802507837,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1422,1,0.19242424242424247,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1423,1,0.32222569335971396,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1424,2,0.2814333814333814,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1425,10,0.1307720057720058,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
1426,0,0.23656565656565656,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1427,5,0.23692480359147025,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1428,7,0.19855116824813793,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1429,10,0.186735778841042,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
1430,6,0.25200725200725205,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1431,1,0.22355130249867092,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1432,3,0.1907810499359795,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1433,3,0.2295173961840629,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1434,6,0.27031425364758693,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1435,9,0.17767145135566187,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1436,8,0.3023613619640109,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1437,5,0.22773186409550045,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1438,1,0.3295196866625437,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1439,6,0.200553926360378,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1440,8,0.22066822066822067,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1441,4,0.24734133790737559,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1442,6,0.2926916221033868,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1443,5,0.3772446689113356,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1444,6,0.28559403559403557,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1445,5,0.2549357208448118,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1446,7,0.306344696969697,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1447,1,0.45928030303030287,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1448,6,0.1239057239057239,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1449,6,0.2947214076246335,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1450,1,0.22727272727272727,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1451,1,0.22338325786601645,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1452,0,0.32252348041821727,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1453,9,0.32617079889807166,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1454,1,0.4309152127333945,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1455,5,0.18304668304668306,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1456,8,0.4733421168203777,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1457,8,0.2533143939393939,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1458,9,0.2830746489283074,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1459,8,0.24642255892255888,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1460,2,0.2169349747474748,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1461,7,0.28290719696969696,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1462,3,0.20438426821405542,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1463,3,0.3014842300556586,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1464,1,0.4648009143421987,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1465,3,0.307927762473217,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1466,9,0.2769250951069133,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1467,2,0.3206236539569873,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1468,3,0.13973063973063973,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1469,9,0.22062732589048376,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1470,3,0.2086381051898293,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1471,9,0.15122236861367297,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1472,0,0.2588016083161715,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1473,2,0.2563443623514295,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1474,9,0.18131313131313134,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1475,9,0.2518205308902984,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1476,8,0.36056014692378324,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1477,3,0.18131313131313134,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1478,9,0.2232529375386518,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1479,0,0.1936809960065774,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1480,6,0.275359657177839,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1481,0,0.1067276538974652,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1482,1,0.18016227852293423,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1483,1,0.14744459520578926,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1484,4,0.16130050505050508,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1485,7,0.15344622697563876,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1486,8,0.15392561983471076,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1487,4,0.29301637060257757,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1488,3,0.1808406647116325,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1489,8,0.5089355089355089,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1490,2,0.42074286168774366,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1491,0,0.18660835155680522,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1492,8,0.3163962860932558,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1493,9,0.1664925113200975,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1494,9,0.14178825289936398,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1495,9,0.19121773288439953,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1496,3,0.17904855001629194,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1497,1,0.36794698578138074,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1498,1,0.28819844009717427,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1499,3,0.13188488660186776,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1500,6,0.1995631995631996,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1501,3,0.1605339105339105,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1502,3,0.11305361305361304,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1503,5,0.2793918567114444,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1504,3,0.17136275031011874,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1505,0,0.2903030303030303,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1506,9,0.25668449197860965,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1507,9,0.1457070707070707,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1508,9,0.27687837276878374,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1509,5,0.22697994437124874,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1510,1,0.45282477774591334,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1511,10,0.1744829244829245,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
1512,6,0.26452368993805464,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1513,3,0.18562675939725118,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1514,2,0.39284145805884935,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1515,9,0.214473502144735,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1516,0,0.47138047138047134,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1517,1,0.16743708269132002,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1518,5,0.3213122965189081,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1519,1,0.21318018898664062,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1520,9,0.15690235690235688,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1521,3,0.23101987618116657,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1522,4,0.31227368019820856,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1523,9,0.13842124953236068,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1524,1,0.2761183261183262,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1525,8,0.346419863661243,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1526,1,0.20626432391138275,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1527,9,0.23363505181687003,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1528,5,0.304972804972805,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1529,0,0.2938525035299229,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1530,9,0.1967501097935881,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1531,7,0.2081896812435735,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1532,3,0.17120356103406953,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1533,3,0.13921028466483013,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1534,9,0.22375267829813286,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1535,3,0.10664335664335661,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1536,7,0.13437001594896333,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1537,3,0.3070409982174688,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1538,4,0.25654777867167256,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1539,4,0.31394692264257484,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1540,3,0.10664335664335661,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1541,9,0.17209595959595955,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1542,1,0.2501592501592502,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1543,5,0.4152757521741478,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1544,9,0.2602140811096035,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1545,9,0.19387908940147747,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1546,9,0.17990026850786342,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1547,8,0.13035113035113038,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1548,8,0.31554178145087236,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1549,5,0.17560742560742565,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1550,2,0.16547831253713605,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1551,7,0.14797979797979802,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1552,7,0.18214141414141413,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1553,8,0.1919191919191919,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1554,4,0.1932310114128296,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1555,5,0.35587355031799484,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1556,8,0.47423818012053315,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1557,5,0.2940433749257279,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1558,8,0.1518695729222045,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1559,5,0.12369597615499253,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1560,0,0.14737539327703264,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1561,8,0.28036462182803645,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1562,8,0.19384319384319385,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1563,3,0.12532734754956978,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1564,3,0.19756890943331626,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1565,10,0.11720983419096627,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
1566,10,0.2596127016016519,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
1567,8,0.1573967523334612,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1568,5,0.14374514374514374,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1569,0,0.37911222314892046,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1570,3,0.2880983750548968,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1571,4,0.24881728679197038,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1572,0,0.34621212121212125,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1573,4,0.3228899161102552,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1574,2,0.18598484848484853,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1575,2,0.19466267614415766,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1576,4,0.19705529875021405,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1577,4,0.14802344431974063,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1578,3,0.10873440285204988,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1579,3,0.14236706689536874,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1580,6,0.17066184230363335,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1581,4,0.2861952861952863,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1582,8,0.1808080808080808,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1583,0,0.3085909601061117,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1584,3,0.11900826446280993,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1585,4,0.3114478114478114,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1586,3,0.20510186611881534,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1587,3,0.21630094043887144,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1588,10,0.11930627024966647,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
1589,5,0.15909090909090912,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1590,8,0.19773073197730734,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1591,9,0.17654808959156787,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1592,1,0.11868686868686867,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1593,7,0.18553960659223817,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1594,2,0.14351057747284163,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1595,3,0.22880318334863786,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1596,0,0.3799059295242502,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1597,0,0.24197330447330448,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1598,5,0.28359351086623813,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1599,9,0.2884947031288495,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1600,9,0.1538188906609959,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1601,5,0.26441405202467155,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1602,9,0.21989898989898993,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1603,5,0.20938897168405365,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1604,9,0.2269067486458791,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1605,4,0.3054545454545455,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1606,6,0.4782106782106782,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1607,4,0.184655544206106,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1608,9,0.1702356902356902,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1609,4,0.23776223776223776,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1610,3,0.20863810518982928,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1611,10,0.2568181818181819,"year, dlrs, end, quarter, expect, result, report, sale, earning, analyst"
1612,5,0.14131211100908073,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1613,0,0.31396610735453717,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1614,1,0.31006583245389213,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1615,1,0.28397903081447384,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1616,1,0.200553926360378,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1617,6,0.22985670660089264,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1618,5,0.2692680226926803,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1619,1,0.21447350214473504,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1620,1,0.32626262626262637,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1621,7,0.16821682168216825,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1622,8,0.19306703397612493,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1623,5,0.20820707070707073,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1624,0,0.26160152247108776,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1625,8,0.12587412587412586,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1626,8,0.19953775038520802,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1627,5,0.34459984459984466,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1628,3,0.12434691745036572,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1629,4,0.2692199775533109,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1630,3,0.186217008797654,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1631,6,0.4077358955407736,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1632,1,0.3308878256246678,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1633,4,0.26772993088782565,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1634,6,0.2893450635386119,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1635,6,0.19138190414786158,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1636,3,0.18608621425522834,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1637,6,0.32282828282828285,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1638,3,0.1964257964257964,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1639,2,0.18604851938185268,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1640,6,0.1968166513621059,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1641,3,0.1360079669938825,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1642,0,0.31883651328095775,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1643,1,0.3887987012987014,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1644,5,0.3615567439096851,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1645,5,0.2853535353535354,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1646,0,0.13353877760657426,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1647,6,0.31439393939393945,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1648,9,0.18640955004591375,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1649,4,0.3317579464368455,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1650,3,0.11688311688311688,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1651,6,0.1873421717171717,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1652,6,0.15499825844653428,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1653,6,0.12944257388701833,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1654,1,0.11688311688311688,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1655,6,0.3586910774410775,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1656,6,0.3846801346801347,"rise, year, fall, growth, month, increase, deficit, compare, economy, show"
1657,5,0.13983995802177623,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1658,1,0.3248737373737374,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1659,0,0.2917123037604965,"trade, official, japanese, import, foreign, make, action, country, open, bill"
1660,4,0.18419489007724302,"tonne, export, total, production, year, estimate, week, wheat, grain, month"
1661,3,0.2536172536172536,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1662,1,0.3425837320574163,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1663,2,0.23067210567210558,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1664,8,0.39634986225895324,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1665,5,0.22846349675617972,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1666,9,0.1850079744816587,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1667,9,0.17319865319865319,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1668,5,0.21102693602693598,"oil, price, production, crude, day, spokesman, barrel, contract, raise, gas"
1669,8,0.23685837971552262,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1670,8,0.17041100661790318,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1671,1,0.1641951429185472,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1672,8,0.19668109668109668,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1673,9,0.1331779331779332,"company, buy, sell, unit, business, acquisition, acquire, sale, firm, complete"
1674,3,0.299511973669277,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1675,7,0.16068580542264754,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1676,1,0.22210476861639655,"rate, bank, market, dollar, interest, exchange, currency, money, week, yen"
1677,2,0.14374514374514377,"government, plan, tax, make, add, reduce, industry, cut, time, state"
1678,8,0.3369248035914703,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1679,3,0.16847041847041846,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
1680,7,0.5782369146005508,"price, market, agreement, meeting, producer, talk, country, agree, future, member"
1681,8,0.1419109124027157,"share, stock, offer, company, common, shareholder, dividend, merger, cash, outstanding"
1682,3,0.2961432506887053,"ct, loss, net, profit, dlrs, note, include, sale, mln, gain"
